genes	cpgs	mean_weight
ENSG00000008517	cg00002769	0.5386630069629684
ENSG00000215246	cg00001791	0.5384924550493682
ENSG00000264438	cg00001446	0.5378549001853123
ENSG00000161558	cg00001510	0.5377477956732791
ENSG00000167578	cg00003969	0.536977647715312
ENSG00000166391	cg00003305	0.5366938372392309
ENSG00000185105	cg00002809	0.5363386948982408
ENSG00000158486	cg00002033	0.536110139150728
ENSG00000167700	cg00001582	0.5358102719809518
ENSG00000234881	cg00003513	0.53578471042614
ENSG00000269416	cg00004082	0.5351282222216153
ENSG00000234900	cg00001261	0.5350844529592523
ENSG00000227766	cg00001791	0.5345912146780328
ENSG00000008517	cg00002808	0.5345764500045983
ENSG00000134108	cg00003345	0.5345447374854457
ENSG00000214198	cg00001747	0.5344286430963853
ENSG00000242041	cg00000292	0.534101684058574
ENSG00000261789	cg00001809	0.5339993450118409
ENSG00000102174	cg00002224	0.5337591103869815
ENSG00000179833	cg00002719	0.5337347898786903
ENSG00000064225	cg00002646	0.5336969872310704
ENSG00000179833	cg00000622	0.5336674388143187
ENSG00000220993	cg00000363	0.5334999424619409
ENSG00000167578	cg00002236	0.5332908269284905
ENSG00000185105	cg00002646	0.5331579566422288
ENSG00000198242	cg00003529	0.5325743260369733
ENSG00000214198	cg00002930	0.532454176766992
ENSG00000276644	cg00000714	0.5323817148016851
ENSG00000258630	cg00003578	0.5322454729757601
ENSG00000280159	cg00000029	0.5321037790846507
ENSG00000269416	cg00001809	0.5318747185464863
ENSG00000214062	cg00001349	0.530958674507839
ENSG00000095587	cg00002449	0.5309427243834345
ENSG00000233540	cg00002406	0.5306114900263201
ENSG00000231105	cg00002490	0.5304632069577536
ENSG00000263089	cg00000714	0.5304384414680814
ENSG00000127511	cg00002593	0.5297839095775453
ENSG00000261789	cg00002236	0.5290506655126963
ENSG00000234900	cg00003173	0.5287249689356031
ENSG00000280159	cg00002719	0.5287046965667372
ENSG00000240423	cg00001791	0.5283945490749931
ENSG00000230100	cg00001809	0.5280262292582457
ENSG00000233540	cg00004067	0.5278080867597686
ENSG00000057294	cg00000292	0.5271718149569703
ENSG00000060642	cg00004089	0.5271049140442764
ENSG00000214062	cg00003298	0.5262306859555982
ENSG00000198242	cg00000658	0.5259021205684434
ENSG00000275479	cg00002769	0.5256159795295489
ENSG00000266261	cg00003625	0.5254309462157701
ENSG00000270112	cg00000905	0.5251314869278116
ENSG00000088179	cg00002809	0.5249959069256854
ENSG00000269416	cg00003181	0.5246635740184877
ENSG00000167700	cg00000957	0.5241229489938388
ENSG00000167700	cg00003305	0.523721161197717
ENSG00000078237	cg00003287	0.5235704934023668
ENSG00000172137	cg00002190	0.5228854495167837
ENSG00000198242	cg00000769	0.5228631373952582
ENSG00000280038	cg00002033	0.5226838335882933
ENSG00000214062	cg00003173	0.5224541043893167
ENSG00000266261	cg00002809	0.5223250497912063
ENSG00000172137	cg00003181	0.5219991934763967
ENSG00000064601	cg00000734	0.5213597123813187
ENSG00000161558	cg00001583	0.5211033331708614
ENSG00000206072	cg00002236	0.5207910699881778
ENSG00000008517	cg00002236	0.5200567660872611
ENSG00000167578	cg00002426	0.5192842362045705
ENSG00000267108	cg00003173	0.5173195575697543
ENSG00000185105	cg00002769	0.5169623689117268
ENSG00000269148	cg00003513	0.5169286625845394
ENSG00000158486	cg00001791	0.5167799176734178
ENSG00000060642	cg00001747	0.516226417037454
ENSG00000134108	cg00003287	0.5162155180767666
ENSG00000057294	cg00003287	0.5159182946785962
ENSG00000060642	cg00002449	0.5157966429987891
ENSG00000220993	cg00000236	0.5152349495770165
ENSG00000146083	cg00002593	0.5151705415894073
ENSG00000166391	cg00003345	0.5148885920182599
ENSG00000206072	cg00001364	0.5147307774698698
ENSG00000266644	cg00001249	0.5145759323423483
ENSG00000227766	cg00002660	0.513962188112648
ENSG00000231105	cg00000236	0.5135626759995512
ENSG00000267108	cg00004072	0.5133447895380832
ENSG00000161558	cg00001249	0.5126917590874592
ENSG00000134108	cg00000769	0.5126532184195648
ENSG00000270469	cg00003305	0.5123304244238497
ENSG00000236040	cg00000721	0.5112494551096368
ENSG00000269148	cg00001582	0.5112317553963512
ENSG00000242041	cg00003287	0.5110517164786059
ENSG00000275479	cg00004072	0.5105948510239565
ENSG00000259883	cg00000905	0.509525197559484
ENSG00000269148	cg00000924	0.5090730447310022
ENSG00000127511	cg00000363	0.5088684535250959
ENSG00000276644	cg00002406	0.5087878475517796
ENSG00000064601	cg00000714	0.5087217311998541
ENSG00000167700	cg00002837	0.5083164136498902
ENSG00000242041	cg00002660	0.5081888383704659
ENSG00000254092	cg00002769	0.5081037977430077
ENSG00000167768	cg00002449	0.5077953207280799
ENSG00000167578	cg00002719	0.5072553025580081
ENSG00000273055	cg00002426	0.5064778042413933
ENSG00000088179	cg00003305	0.5063752480785957
ENSG00000280159	cg00002808	0.5061570542873233
ENSG00000196167	cg00000957	0.5059769321079142
ENSG00000146083	cg00000948	0.5057467103552004
ENSG00000134108	cg00000321	0.505332983291995
ENSG00000185105	cg00000769	0.5052221232177928
ENSG00000118972	cg00000321	0.5050741793072213
ENSG00000127511	cg00000236	0.5044706256998183
ENSG00000167768	cg00000363	0.5043545193284803
ENSG00000227535	cg00002597	0.5042983749686983
ENSG00000088179	cg00002426	0.5042126277541459
ENSG00000060642	cg00003529	0.5041573953964874
ENSG00000008517	cg00002490	0.5033582418863403
ENSG00000179833	cg00000769	0.5029871070411412
ENSG00000118972	cg00001446	0.502967584110208
ENSG00000242041	cg00001446	0.502738841625487
ENSG00000254092	cg00000721	0.5024703193317134
ENSG00000198242	cg00001510	0.5021323256580635
ENSG00000266644	cg00002930	0.5011488251320513
ENSG00000088179	cg00004082	0.5010633761498484
ENSG00000234943	cg00000289	0.5009571300422306
ENSG00000276644	cg00001349	0.5008705326970474
ENSG00000280159	cg00001874	0.5008146686336267
ENSG00000179833	cg00004067	0.5004971867621756
ENSG00000134108	cg00001874	0.5002779178851561
ENSG00000070087	cg00001687	0.49974266913553844
ENSG00000167578	cg00002837	0.49959122837333414
ENSG00000153561	cg00000165	0.49870834018802235
ENSG00000263089	cg00000029	0.4984680968980089
ENSG00000258630	cg00000165	0.4983844323141356
ENSG00000276644	cg00004072	0.4983273998546008
ENSG00000269148	cg00002531	0.4981226481074789
ENSG00000078237	cg00001791	0.49800108671947535
ENSG00000179262	cg00001854	0.497504423582124
ENSG00000280159	cg00003625	0.4969581188275005
ENSG00000242041	cg00003305	0.4967713989726523
ENSG00000214198	cg00002224	0.4967230336320081
ENSG00000269148	cg00004082	0.4966230463266879
ENSG00000127511	cg00000721	0.49645693106948513
ENSG00000060642	cg00000948	0.49637536949743755
ENSG00000196167	cg00001747	0.49589595351521104
ENSG00000258630	cg00002145	0.4957181873355929
ENSG00000172137	cg00002837	0.495703285096492
ENSG00000166634	cg00001791	0.49545646532676857
ENSG00000064225	cg00004089	0.49544103946342016
ENSG00000070081	cg00001854	0.4952065190220249
ENSG00000167768	cg00001446	0.49499768160694174
ENSG00000242268	cg00001854	0.49467040490696884
ENSG00000276644	cg00000948	0.49457674113887484
ENSG00000254092	cg00001791	0.4942378016453491
ENSG00000271616	cg00001687	0.49360152521099127
ENSG00000270469	cg00002224	0.493515400169233
ENSG00000227766	cg00001249	0.4934995493082535
ENSG00000172137	cg00001249	0.49316904323028493
ENSG00000008517	cg00001364	0.49279804575431285
ENSG00000158486	cg00003625	0.4923759401080421
ENSG00000266644	cg00002449	0.49173123450688866
ENSG00000234900	cg00003994	0.4916743647774988
ENSG00000102174	cg00001245	0.4915852608779388
ENSG00000008517	cg00003298	0.4914334429774843
ENSG00000008517	cg00002190	0.49139229048682154
ENSG00000182141	cg00002033	0.4912686507895932
ENSG00000225269	cg00000165	0.4912618957407293
ENSG00000095587	cg00002769	0.4911909907554716
ENSG00000215246	cg00003994	0.4909895712467292
ENSG00000070081	cg00002597	0.4909340185276112
ENSG00000095587	cg00000236	0.49090742888155975
ENSG00000198242	cg00002591	0.49055604324847396
ENSG00000179262	cg00002190	0.4902350744881166
ENSG00000214062	cg00002236	0.48995532254815194
ENSG00000271647	cg00000289	0.4897376997190892
ENSG00000280038	cg00001747	0.48914498328786965
ENSG00000215246	cg00003625	0.4884616347635127
ENSG00000214062	cg00001747	0.4882017189243304
ENSG00000197421	cg00002591	0.48784492267026264
ENSG00000231105	cg00003784	0.48743495593800734
ENSG00000167700	cg00003091	0.4873738465419468
ENSG00000267108	cg00004067	0.486923327157583
ENSG00000234943	cg00001809	0.48656682195300727
ENSG00000242041	cg00002236	0.4863742617928295
ENSG00000198242	cg00002033	0.4863407709266527
ENSG00000161558	cg00003202	0.4859409051363994
ENSG00000198242	cg00000292	0.48512866939917076
ENSG00000179833	cg00001446	0.48508779283959774
ENSG00000260900	cg00002406	0.4849893006774399
ENSG00000088179	cg00000658	0.48472232876983057
ENSG00000269148	cg00000905	0.4846678067608144
ENSG00000261789	cg00000029	0.4845491496039181
ENSG00000214198	cg00003345	0.48383211850485464
ENSG00000269148	cg00002224	0.4838193981222419
ENSG00000275479	cg00001249	0.4837319179252048
ENSG00000231105	cg00003529	0.4834962715533037
ENSG00000161558	cg00000236	0.4833760089613542
ENSG00000269148	cg00002808	0.48335645066552746
ENSG00000198242	cg00003173	0.4833545742137976
ENSG00000214198	cg00001791	0.4826795874458929
ENSG00000102174	cg00000321	0.4824504434844776
ENSG00000206072	cg00002449	0.4823848843264044
ENSG00000280159	cg00002449	0.4817526935234562
ENSG00000231105	cg00002145	0.48173054902608464
ENSG00000008517	cg00003529	0.4813698904594557
ENSG00000267108	cg00002837	0.48045325332562544
ENSG00000070081	cg00001687	0.4802440638049048
ENSG00000234900	cg00001583	0.48023426593508817
ENSG00000215246	cg00000948	0.47989604764188964
ENSG00000273055	cg00001874	0.47987174435923663
ENSG00000260900	cg00001854	0.47968835410403704
ENSG00000266261	cg00002646	0.4796163871511665
ENSG00000270112	cg00002810	0.47957170435100793
ENSG00000167700	cg00000905	0.4793235705513759
ENSG00000267108	cg00000905	0.47907011596544685
ENSG00000118972	cg00002406	0.47890126956334916
ENSG00000161558	cg00002449	0.4787704275874536
ENSG00000271647	cg00000029	0.4786050475783616
ENSG00000057294	cg00003305	0.47761487724431323
ENSG00000227766	cg00000236	0.4774566173056523
ENSG00000227535	cg00004082	0.47727420280601024
ENSG00000153561	cg00002591	0.47622865274558146
ENSG00000234943	cg00001854	0.4761364572204738
ENSG00000225269	cg00001261	0.475495435531507
ENSG00000276644	cg00003181	0.4753773773679731
ENSG00000254465	cg00000363	0.4752240116571214
ENSG00000214198	cg00002810	0.47459254889146774
ENSG00000134108	cg00000289	0.47380316116225146
ENSG00000153561	cg00000622	0.4732408277936568
ENSG00000134108	cg00003202	0.4730737865804559
ENSG00000266644	cg00001364	0.47294895492089256
ENSG00000280038	cg00003202	0.4716057932643592
ENSG00000214062	cg00002591	0.4715779173159202
ENSG00000275479	cg00000165	0.4715187533608283
ENSG00000240423	cg00003529	0.4711905055879564
ENSG00000266644	cg00002837	0.47104993175635573
ENSG00000240423	cg00002449	0.4706079850645104
ENSG00000254465	cg00004082	0.46978965929274447
ENSG00000273055	cg00001582	0.4695052382501959
ENSG00000102174	cg00003513	0.46934016797308237
ENSG00000182141	cg00001582	0.46920316065198797
ENSG00000267108	cg00002236	0.46886099919176405
ENSG00000206072	cg00002033	0.46823703050973187
ENSG00000167768	cg00002646	0.46738578030300043
ENSG00000266261	cg00000769	0.46698356001558866
ENSG00000263089	cg00002033	0.4666518519070504
ENSG00000172137	cg00003784	0.4664763118660796
ENSG00000167578	cg00002490	0.4663952880285532
ENSG00000161558	cg00002464	0.46633605122991467
ENSG00000064225	cg00003578	0.46567589511348223
ENSG00000214198	cg00001249	0.4645093613975502
ENSG00000271616	cg00003784	0.46405554433341756
ENSG00000179833	cg00000236	0.46389859226703134
ENSG00000088179	cg00003578	0.4638017414593594
ENSG00000242041	cg00003994	0.46338891615646477
ENSG00000167768	cg00001874	0.4627138067170932
ENSG00000185105	cg00001874	0.46152978762325203
ENSG00000057294	cg00001874	0.4614754894604624
ENSG00000234943	cg00002531	0.46141553256933965
ENSG00000088179	cg00004089	0.46135647324524814
ENSG00000158486	cg00001510	0.46129388408865896
ENSG00000214062	cg00001245	0.4611770020807017
ENSG00000070087	cg00001261	0.46034112460543714
ENSG00000102174	cg00000236	0.4601901618753515
ENSG00000254092	cg00003181	0.4599942160876828
ENSG00000167700	cg00001510	0.4598762621590217
ENSG00000259883	cg00001583	0.45972015126353644
ENSG00000118972	cg00003305	0.4596675329839253
ENSG00000240423	cg00003287	0.45966425134992733
ENSG00000258630	cg00001261	0.4591811562112636
ENSG00000269416	cg00002406	0.45882502609521286
ENSG00000252628	cg00002531	0.4587988575093796
ENSG00000182141	cg00003173	0.45848898364292157
ENSG00000060642	cg00000769	0.4583277051695179
ENSG00000234943	cg00003173	0.4579991631519054
ENSG00000278732	cg00002809	0.45791533289791486
ENSG00000262950	cg00000905	0.4578945771752571
ENSG00000269148	cg00000769	0.4576580582659888
ENSG00000214062	cg00002769	0.45764343219499287
ENSG00000146083	cg00004072	0.4575205281754558
ENSG00000198242	cg00002531	0.4571943606354907
ENSG00000267108	cg00002597	0.4568003073035694
ENSG00000233540	cg00002810	0.45676872852617395
ENSG00000078237	cg00001874	0.4566567903325822
ENSG00000057294	cg00001510	0.4563995313786297
ENSG00000242268	cg00002646	0.45592980910396824
ENSG00000275479	cg00004067	0.45588135100350574
ENSG00000088179	cg00000165	0.4554750936353123
ENSG00000234943	cg00000924	0.4554011213152345
ENSG00000230100	cg00002597	0.4551281275847929
ENSG00000273055	cg00002490	0.4550271591869395
ENSG00000275479	cg00004089	0.45498427496698696
ENSG00000254465	cg00000957	0.4549345344199738
ENSG00000274458	cg00003994	0.4545677991705897
ENSG00000273055	cg00003173	0.45427364849308133
ENSG00000270469	cg00000957	0.4541492451347606
ENSG00000179833	cg00002145	0.45404037619299986
ENSG00000240423	cg00002464	0.4532627431930553
ENSG00000070081	cg00002809	0.4532075942939224
ENSG00000057294	cg00004072	0.4528950348668824
ENSG00000258630	cg00004082	0.4527258308969695
ENSG00000070087	cg00003173	0.4526995657452781
ENSG00000259883	cg00000924	0.4523928633266933
ENSG00000179262	cg00003969	0.4523869756821084
ENSG00000008517	cg00004072	0.4522733003154289
ENSG00000078237	cg00004055	0.45200129227925684
ENSG00000070081	cg00002464	0.45174120140662105
ENSG00000070081	cg00000658	0.451137768060486
ENSG00000271647	cg00003578	0.4510898249073836
ENSG00000134108	cg00002646	0.45018301621225126
ENSG00000258630	cg00002449	0.4501568602149837
ENSG00000280038	cg00002719	0.4501309232353526
ENSG00000146083	cg00003969	0.4500641507930647
ENSG00000240423	cg00001747	0.4496468158954538
ENSG00000276644	cg00000165	0.44945501015069844
ENSG00000088179	cg00000924	0.44925615433371147
ENSG00000167700	cg00002646	0.44898842096086594
ENSG00000158486	cg00002593	0.44889048612629057
ENSG00000172137	cg00002769	0.4488519453958306
ENSG00000161558	cg00002597	0.44819055055023665
ENSG00000214198	cg00002190	0.4481186548371136
ENSG00000198242	cg00002593	0.4481169634450894
ENSG00000254092	cg00000714	0.44804651106531784
ENSG00000088179	cg00003298	0.4480212975253473
ENSG00000266261	cg00002930	0.4478584123248377
ENSG00000271647	cg00000321	0.447785310941176
ENSG00000088179	cg00001261	0.44773787687042016
ENSG00000161558	cg00001791	0.4476627059671867
ENSG00000070081	cg00001364	0.44738174390536317
ENSG00000197421	cg00003091	0.4471634638799708
ENSG00000127511	cg00000734	0.44673233917395755
ENSG00000234943	cg00003529	0.4466415967362214
ENSG00000273055	cg00003305	0.44605349489730384
ENSG00000070087	cg00003305	0.44604070319382166
ENSG00000166634	cg00000924	0.44600213630199687
ENSG00000231981	cg00003529	0.4458318371122994
ENSG00000254092	cg00002810	0.44545236510310415
ENSG00000275479	cg00000769	0.4452974784925708
ENSG00000231981	cg00002930	0.44514644938922004
ENSG00000064225	cg00000292	0.44512609391072466
ENSG00000214198	cg00000769	0.4447417623994608
ENSG00000167768	cg00002837	0.44456981852874966
ENSG00000264104	cg00003994	0.44456491686166205
ENSG00000233540	cg00002464	0.44395342162175117
ENSG00000134108	cg00000622	0.4437364081683963
ENSG00000278099	cg00000363	0.4434705360281865
ENSG00000196167	cg00003298	0.44341338899926414
ENSG00000206072	cg00003529	0.4431729135341673
ENSG00000267108	cg00003513	0.4431498741942092
ENSG00000269475	cg00000363	0.44311292503476646
ENSG00000280159	cg00003784	0.44302338069447317
ENSG00000263089	cg00001687	0.4430128066311174
ENSG00000215246	cg00002597	0.44286053171997236
ENSG00000264104	cg00001245	0.4425738020108409
ENSG00000008517	cg00003994	0.4422803657662155
ENSG00000280159	cg00003202	0.442256839681412
ENSG00000231981	cg00001747	0.44141866630086507
ENSG00000070087	cg00001582	0.4413199474123184
ENSG00000233540	cg00002809	0.4412349326516783
ENSG00000167578	cg00002224	0.4408279577513205
ENSG00000088179	cg00001582	0.44077299345604537
ENSG00000127511	cg00002449	0.44009993189690055
ENSG00000280159	cg00002116	0.43997348327453906
ENSG00000269416	cg00000734	0.4398096538123257
ENSG00000266261	cg00003529	0.4397686199828514
ENSG00000261789	cg00001446	0.43971935699764186
ENSG00000070081	cg00000714	0.4393198811970434
ENSG00000242268	cg00001809	0.438931991735513
ENSG00000166368	cg00004082	0.43889916093557274
ENSG00000271616	cg00003345	0.4387651443275327
ENSG00000231105	cg00000905	0.438694658497353
ENSG00000057294	cg00002930	0.43830564866482674
ENSG00000264438	cg00003287	0.43784476093728353
ENSG00000179833	cg00002490	0.43760691494939113
ENSG00000158486	cg00002531	0.4373973321311652
ENSG00000236893	cg00002531	0.43702112244223534
ENSG00000172137	cg00004089	0.43695426889007044
ENSG00000060642	cg00001809	0.4366016117403419
ENSG00000064601	cg00002810	0.4363810746612511
ENSG00000275479	cg00000292	0.43629147304597077
ENSG00000259883	cg00001249	0.43586916095579226
ENSG00000179262	cg00003513	0.43582741676197845
ENSG00000259883	cg00002464	0.4358091356816897
ENSG00000179262	cg00002116	0.43570384165300147
ENSG00000204113	cg00001245	0.4356796135780923
ENSG00000234943	cg00002224	0.4354600202252877
ENSG00000057294	cg00002769	0.4352328693177432
ENSG00000269148	cg00001583	0.4349849706918496
ENSG00000134108	cg00000236	0.43482978571809694
ENSG00000182141	cg00002236	0.4340066608148982
ENSG00000198242	cg00001446	0.4337253135686092
ENSG00000161558	cg00003969	0.433706745056206
ENSG00000234943	cg00002406	0.4333727742917894
ENSG00000070081	cg00002426	0.4332271290748832
ENSG00000088179	cg00000714	0.4326745207930968
ENSG00000146083	cg00000289	0.43244540301467566
ENSG00000271616	cg00000905	0.4320382726894288
ENSG00000227766	cg00002426	0.43151226025858924
ENSG00000275479	cg00001791	0.43139840634487103
ENSG00000008517	cg00003513	0.4308600642041327
ENSG00000088179	cg00002449	0.4307403902770282
ENSG00000259883	cg00004072	0.4306632388028371
ENSG00000215246	cg00000622	0.4303975066676425
ENSG00000227766	cg00000957	0.43002923904488694
ENSG00000231105	cg00004067	0.4299728384348748
ENSG00000158486	cg00002449	0.42953863376942225
ENSG00000070081	cg00000236	0.42926645123714224
ENSG00000278923	cg00003287	0.4291753130616433
ENSG00000234900	cg00002224	0.429153749603386
ENSG00000231105	cg00002190	0.42902811432922877
ENSG00000275479	cg00000289	0.4277731973804016
ENSG00000280159	cg00002660	0.42754654087112903
ENSG00000070081	cg00001874	0.4274117724192834
ENSG00000008517	cg00000714	0.4271944701590739
ENSG00000179262	cg00000924	0.4267752453121405
ENSG00000172137	cg00002810	0.4267217025539456
ENSG00000197421	cg00002033	0.4267151497656507
ENSG00000266644	cg00004082	0.42646426325384285
ENSG00000167578	cg00004055	0.426442286626632
ENSG00000166391	cg00002837	0.42453970011310455
ENSG00000271616	cg00001261	0.4243677304049604
ENSG00000182141	cg00003181	0.42351706206804446
ENSG00000146083	cg00004055	0.4234431990332947
ENSG00000267108	cg00000924	0.42333213983351153
ENSG00000214198	cg00003173	0.423204715877733
ENSG00000233540	cg00002224	0.42278851436589243
ENSG00000269148	cg00002660	0.42277842330635346
ENSG00000166391	cg00000165	0.42274850883077847
ENSG00000242041	cg00004089	0.42249568981025387
ENSG00000057294	cg00002145	0.4222193484553425
ENSG00000275479	cg00003287	0.4222015186025221
ENSG00000182141	cg00002490	0.42217746189146527
ENSG00000227766	cg00002646	0.42194862174577974
ENSG00000167700	cg00000769	0.42179138417856227
ENSG00000269416	cg00001261	0.4212395456496101
ENSG00000179833	cg00000658	0.42108264306543214
ENSG00000070087	cg00001446	0.4208849692910929
ENSG00000197421	cg00004072	0.42084113091666214
ENSG00000179833	cg00003345	0.4205211433187233
ENSG00000161558	cg00003181	0.420452608657033
ENSG00000280038	cg00002769	0.42042243431797166
ENSG00000198242	cg00004089	0.42018104129206796
ENSG00000088179	cg00004055	0.4199871564493142
ENSG00000064225	cg00000721	0.41977655543424786
ENSG00000070087	cg00001245	0.4197524772884174
ENSG00000264104	cg00002591	0.4196671827017619
ENSG00000167700	cg00004067	0.4195297981998108
ENSG00000280159	cg00000905	0.41941973758907336
ENSG00000102174	cg00003173	0.4193957486893405
ENSG00000240423	cg00001261	0.4193951250494392
ENSG00000258630	cg00003994	0.4189095744052895
ENSG00000153561	cg00001446	0.41877707349794924
ENSG00000267108	cg00003287	0.41876174240153574
ENSG00000207000	cg00003529	0.4185186657551187
ENSG00000167578	cg00003578	0.41792462998196767
ENSG00000270469	cg00001791	0.4177763957273604
ENSG00000179262	cg00002809	0.4174731253860589
ENSG00000275479	cg00002719	0.41731120309997755
ENSG00000204113	cg00002224	0.41699234817190406
ENSG00000167578	cg00003287	0.41697589251968864
ENSG00000153561	cg00001510	0.41690872315328925
ENSG00000262950	cg00003994	0.4167995389009253
ENSG00000167700	cg00003969	0.41669346686307823
ENSG00000158486	cg00001249	0.41659363613535766
ENSG00000263089	cg00002224	0.4165116451989434
ENSG00000146083	cg00001245	0.41591137894312263
ENSG00000134108	cg00000029	0.41587636051722443
ENSG00000088179	cg00003969	0.4158374705500599
ENSG00000258630	cg00001791	0.4156107887874101
ENSG00000206072	cg00001791	0.41553059944541304
ENSG00000276644	cg00000289	0.4152454521379412
ENSG00000146083	cg00001747	0.414750806484469
ENSG00000254465	cg00001245	0.41471305509586326
ENSG00000271616	cg00000292	0.4142680811978126
ENSG00000166007	cg00002591	0.41425456147943757
ENSG00000262950	cg00003202	0.4140397234044608
ENSG00000070087	cg00001747	0.4136950931629933
ENSG00000214062	cg00002116	0.41297498961437445
ENSG00000134108	cg00000714	0.4127043787823486
ENSG00000214198	cg00000622	0.4122978793084849
ENSG00000161558	cg00003345	0.41225945763726
ENSG00000102174	cg00001854	0.4121194837448107
ENSG00000280159	cg00002837	0.41205740448285894
ENSG00000269416	cg00001245	0.4118068901052719
ENSG00000196167	cg00002531	0.4115861462400113
ENSG00000227766	cg00001687	0.41140282552716895
ENSG00000134108	cg00002116	0.4113851854548514
ENSG00000254092	cg00000658	0.41113772926120573
ENSG00000102174	cg00003091	0.4110534467800462
ENSG00000196167	cg00003578	0.41075093303741816
ENSG00000273406	cg00002426	0.4106879871436386
ENSG00000258630	cg00002769	0.41022875521663194
ENSG00000254131	cg00003994	0.41022711910353427
ENSG00000275479	cg00003173	0.4101969987613802
ENSG00000227766	cg00003513	0.40967963717733813
ENSG00000198242	cg00002190	0.40963901917129125
ENSG00000258630	cg00001349	0.40958224077374505
ENSG00000254131	cg00002593	0.40956350038895123
ENSG00000266644	cg00003298	0.4091575424124248
ENSG00000179833	cg00001874	0.40855216863711147
ENSG00000264104	cg00000948	0.40848346887274634
ENSG00000206072	cg00003994	0.4083132852375169
ENSG00000070081	cg00001261	0.40816092639241824
ENSG00000259883	cg00002224	0.40789742788092725
ENSG00000095587	cg00000769	0.4077987870976158
ENSG00000267108	cg00003181	0.40776717970889803
ENSG00000196167	cg00002426	0.4075333635251579
ENSG00000270469	cg00004055	0.40732411340535996
ENSG00000271647	cg00002145	0.40726975567300344
ENSG00000231105	cg00004072	0.40722715203532545
ENSG00000127511	cg00002837	0.4071887235247264
ENSG00000095587	cg00003173	0.40696453149776085
ENSG00000095587	cg00001261	0.4068520118375584
ENSG00000198242	cg00001747	0.4066165064078837
ENSG00000267108	cg00000769	0.40632832324959495
ENSG00000134108	cg00000924	0.4059211041423523
ENSG00000275479	cg00002490	0.40590041510561803
ENSG00000070087	cg00001510	0.40573765465361317
ENSG00000198242	cg00000714	0.405447412563841
ENSG00000214198	cg00002591	0.40544398398810216
ENSG00000269148	cg00000363	0.40537928812584206
ENSG00000215246	cg00002769	0.40518759232286317
ENSG00000242041	cg00000236	0.4047810163693264
ENSG00000172137	cg00003287	0.40454146373217775
ENSG00000261789	cg00000292	0.4045343561725168
ENSG00000278732	cg00001510	0.40425784866302433
ENSG00000070081	cg00002190	0.40411161454930555
ENSG00000153561	cg00000769	0.40382636786781173
ENSG00000070087	cg00000734	0.4038045450623789
ENSG00000227766	cg00002531	0.4037237767699053
ENSG00000158486	cg00000948	0.40314516366746184
ENSG00000214062	cg00003994	0.40277455217184643
ENSG00000234900	cg00003202	0.40266949114136247
ENSG00000167700	cg00003529	0.4026512434327671
ENSG00000158486	cg00000165	0.40233357211418136
ENSG00000206072	cg00000721	0.40229299538931157
ENSG00000185105	cg00000165	0.40191601510158687
ENSG00000161558	cg00004055	0.4018945285939523
ENSG00000266261	cg00003091	0.40169070357280673
ENSG00000166634	cg00002719	0.4016256854049866
ENSG00000254131	cg00002236	0.4013882274524993
ENSG00000064225	cg00001261	0.4011286463618547
ENSG00000127511	cg00003181	0.4009221764337709
ENSG00000227535	cg00000658	0.40070711339028753
ENSG00000231105	cg00002660	0.4003038222923793
ENSG00000261789	cg00003345	0.4002284336874918
ENSG00000078237	cg00004089	0.4001362740594287
ENSG00000227535	cg00003994	0.3999987936723424
ENSG00000158486	cg00003202	0.3998945147507642
ENSG00000215246	cg00001349	0.3998414924525577
ENSG00000260900	cg00001687	0.39951322394713146
ENSG00000078237	cg00002531	0.3991645485811706
ENSG00000088179	cg00001747	0.3991144073581643
ENSG00000266261	cg00002464	0.3989748619829648
ENSG00000146083	cg00002116	0.3983188247237317
ENSG00000070087	cg00001583	0.39776858381467456
ENSG00000198242	cg00002406	0.3975154222123529
ENSG00000146083	cg00003298	0.39678870284433154
ENSG00000254092	cg00003173	0.39655015322433956
ENSG00000118972	cg00002719	0.3963394436543051
ENSG00000269148	cg00002116	0.39617472770553036
ENSG00000161558	cg00001364	0.39558093417535334
ENSG00000280038	cg00003181	0.3953585564532111
ENSG00000197421	cg00002490	0.3953207425367833
ENSG00000270469	cg00000714	0.3952225218630249
ENSG00000185105	cg00000029	0.3949817739430281
ENSG00000267108	cg00002145	0.3948186305960295
ENSG00000088179	cg00002591	0.39469132021922143
ENSG00000267108	cg00004055	0.3933506375354921
ENSG00000179262	cg00001349	0.3929267793041797
ENSG00000172137	cg00004067	0.39273957060615095
ENSG00000064225	cg00000658	0.39269662870234584
ENSG00000215246	cg00003287	0.3924566957265491
ENSG00000259883	cg00001510	0.3923508034962111
ENSG00000158486	cg00002837	0.3921548930268786
ENSG00000182141	cg00000321	0.3921477307384717
ENSG00000270469	cg00000029	0.39194288502179947
ENSG00000266644	cg00002646	0.3918552861866864
ENSG00000254092	cg00001583	0.3916872337129726
ENSG00000269148	cg00002449	0.3914361161799537
ENSG00000166391	cg00001261	0.3913744011815781
ENSG00000167700	cg00003181	0.3911484452966795
ENSG00000179262	cg00001791	0.3911193542054983
ENSG00000095587	cg00001854	0.39094803861787203
ENSG00000206072	cg00000236	0.3909469231256158
ENSG00000198242	cg00001249	0.39090512837609603
ENSG00000271616	cg00002190	0.39045287614815627
ENSG00000161558	cg00002490	0.39009921860031893
